Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
8/24/1999,12:36,"Hualian, Taiwan",Hualian,Taiwan,Uni Air,Others,873,Taipei - Hualian,Taipei,121.5598345,25.091075,,Hualian,121.6063889,23.9722222,,McDonnell Douglas MD-90-30,B-17912,53536/2160,96,1,0,"A fire in the front portion of the cabin, in the overhead luggage compartment, caused thick black smoke to accumulate in the cabin.  Accidental ignition of gas taken aboard in 2 bleach and softner bottles, stored in a overhead locker.",0,8/24/1999McDonnell Douglas MD-90-30
5/25/2002,15:29,"Off Penghu Island, Taiwan",Off Penghu Island,Taiwan,China Airlines (Taiwan),Others,611,Taipei - Hong Kong,Taipei,121.5598345,25.091075,,Hong Kong,114.109497,22.396428,,Boeing B-747-209B,B-18255,21843/386,225,225,0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure.",2,5/25/2002Boeing B-747-209B
10/31/2000,23:17,"Taipei, Taiwan",Taipei,Taiwan,Singapore Airlines,Others,6,Taipei - Los Angeles,Taipei,121.5598345,25.091075,,Los Angeles,-118.2436849,34.0522342,,Boeing B-747-412,9V-SPK,28023/1099,179,83,0,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked 'guard lights' used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmaat the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",2,10/31/2000Boeing B-747-412
2/22/2002,2:30,"Off Dumaguete, Philippines",Off Dumaguete,Philippines,Military - U.S. Army,Military,-,Basilan - Mactan Island,Basilan,121.9870165,6.4296349,,Mactan Island,123.9638531,10.2797714,,MH-47 Chinook helicopter,92-0471,M-3719,10,10,0,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed.",0,2/22/2002MH-47 Chinook helicopter
5/25/2000,,"Near Manila, Philippines",Near Manila,Philippines,Philippine Air Lines,Others,812,Davao - Manila,Davao,125.455341,7.190708,,Manila,120.9842195,14.5995124,,Airbus A.330-301,F-OHZN,,298,1,0,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",4,5/25/2000Airbus A.330-301
9/20/2003,19:55,"Near Meadview, Arizona",Near Meadview,Arizona,Sundance Helicopters,Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Aerospatiale AS350BA,N270SH,1864,7,7,0,"The sightseeing helicopter, headed for the bottom of the Grand Canyon, hit the face of a cliff and crashed in rugged terrain killing all aboard. Tourists were supposed to board a pontoon boat when the accident occurred 2/3 of the way down the canyon. The pilot's disregard of safe flying procedures and misjudgment of the helicopter's proximity to terrain. Contributing to the accident was the failure of Sundance Helicopters and the FAA to provide adequate surveillance of Sundance's air tour operations in Descent Canyon.",1,9/20/2003Aerospatiale AS350BA
7/23/2003,8:53,"Waialeale,Kauai, Hawaii",Waialeale,"Kauai, Hawaii",Jack Harter Helicopters,Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Bell 206B,N37741,1695,5,5,0,"The helilcopter collided with terrain while maneuvering in the Waialeale Crater, Kauai, Hawaii. The helicopter impacted steep upsloping terrain on the northwestern inside crater wall and was destroyed. The pilot's failure to maintain adequate terrain clearance/altitude while descending over mountainous terrain, and his continued flight into adverse weather. Factors contributing to the accident were clouds and a low ceiling.",1,7/23/2003Bell 206B
9/25/1999,17:25,"Mt. Mauna Loa, Hawaii",Mt. Mauna Loa,Hawaii,Big Island Airlines,Others,58,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Piper PA-31-350 Navajo Chieftain,N411WL,31-8352039,10,10,0,"The sightseeing plane crashed on the northeast slopes of Mauna Loa volcano on the island of Hawaii at an altitude of about 10,500 feet. The pilot's decision to continue visual flight into instrument meteorological conditions (IMC) in an area of cloud-covered mountainous terrain. Contributing to the accident were the pilot's failure to properly navigate and his disregard for standard operating procedures, including flying into IMC while on a visual flight rules flight plan and failure to obtain a current preflight weather briefing.",1,9/25/1999Piper PA-31-350 Navajo Chieftain
8/16/2007,23:16,"Near Ketchikan, Alaska",Near Ketchikan,Alaska,SeaWind Aviation,Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,6,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",0,8/16/2007de Havilland Canada DHC-2 Beaver
7/29/2007,4:22,"Moscow, Russia",Moscow,Russia,Atran,Cargo,9655,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Antonov AN-12BP,RA-93912,4341709,9,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",0,7/29/2007Antonov AN-12BP
7/24/2007,14:05,"Rudyerd Bay, Alaska",Rudyerd Bay,Alaska,Taquan Air Service,Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5,5,0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",3,7/24/2007de Havilland DHC-2 MK.1 Beaver
8/25/2000,17:30,"Hilo Bay, Hawaii",Hilo Bay,Hawaii,Big Island Airlines,Others,57,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Piper PA-31-350 Navajo Chieftain,N923BA,31-8252024,9,1,0,"The aircraft, was on an around-the-island tour when it's right engine caught fire. While attempting an emergency landing at Hilo International Airport, the plane ditched into Hilo Bay. Eight people escaped from the plane before it sank in 100 feet of water. One passenger was not able to exit the plane and drowned. Possible failure of the turbo unit on the right engine.",3,8/25/2000Piper PA-31-350 Navajo Chieftain
6/15/2003,9:35,"Volcano, Hawaii",Volcano,Hawaii,Paradise Tour Helicopters,Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,McDonnell Douglas 369D,N4493M,570137D,4,4,0,"The helicopter impacted a lava field on the Pulama Pali in the Volcanoes National Park, Volcano, Hawaii.  A loss of engine power due to the fatigue fracture and separation of the compressor coupling adapter. The fatigue fracture was initiated by fretting on the pilot diameter due to both the inadequate design of the coupling and the coaxial misalignment of the spur adapter gear, compressor-coupling adapter, and compressor impeller during recent engine maintenance where the gearbox was removed and replaced. A factor in the accident was the unsuitable nature of the terrain to make an emergency landing.",3,6/15/2003McDonnell Douglas 369D
9/23/2005,14:15,"Haena, Hawaii",Haena,Hawaii,"Heli-USA Airways, In- Air Taxi",Others,,Sightseeing,Sightseeing,130.4477784,33.5970243,,,NA,NA,,Aerospatiale AS-350BA,N355NT,2053,6,4,0,"After avoiding another helicopter, the helicopter headed into a heavy rainstorm. After entering a turn the airspeed dropped to zero and the helicopter descended rapidly until it hit the water bounced and hit the water again. The pilot's decision to continue flight into adverse weather conditions, which resulted in a loss of control due to an encounter with a microburst. Contributing to the accident was inadequate FAA surveillance of Special Federal Aviation Regulation 71 operating restrictions. Contributing to the loss of life in the accident was the lack of helicopter flotation equipment.",2,9/23/2005Aerospatiale AS-350BA
8/29/2002,11:58,"Near Ayan, Russia",Near Ayan,Russia,Vostok Aviakompania,Others,,Khabarovsk - Ayan,Khabarovsk,135.1011706,48.5157837,,Ayan,-2.037979,47.7837923,,Antonov AN-28,RA-28932,1A-J008-19,16,16,0,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.,2,8/29/2002Antonov AN-28
5/25/2002,,"Near Nabire, Indonesia",Near Nabire,Indonesia,Trigana Air Service,Others,,Nabire - Enaotali,Nabire,135.7520985,-3.5095462,,Enaotali,106.6598806,-6.1492095,,de Havilland Canada DHC-6 Twin Otter 300,PK-YPZ,458,6,6,0,The aircraft crashed in thunderstorms and heavy rain while en route.,0,5/25/2002de Havilland Canada DHC-6 Twin Otter 300
4/17/2009,10:30,"Mount Gergaji, Indonesia",Mount Gergaji,Indonesia,Mimika Air,Others,514,Ilaga - Mulia,Ilaga,137.5275422,-4.0460389,,Mulia,106.8075629,-6.5605837,,Pilatus PC-6,PK-LTJ,959,11,11,0,The passenger plane crashed in poor weather into Mount Gergaji moments before landing at Mulia.,2,4/17/2009Pilatus PC-6
5/31/2000,19:05,"Off Whyalla, Australia",Off Whyalla,Australia,Whyalla Airlines,Others,904,Adelaide - Whyalla,Adelaide,138.5999594,-34.9286212,,Whyalla,137.5849148,-33.0343994,,Piper PA-31-350 Navajo,VH-MZK,31-8152180,8,8,0,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",3,5/31/2000Piper PA-31-350 Navajo
4/18/2002,9:30,"Near Sweers Island, QLD, Australia",Near Sweers Island,"QLD, Australia",Air taxi,Others,,Mornington Island - Normanton,Mornington Island,139.4059435,-16.5174872,,Normanton,141.0805199,-17.6688624,,Cessna U206A,VH-XGR,U2060610,6,6,0,Crashed while en route. The pilot's limited experience in instrument flight conditions may have been insufficient to prevent a loss of aircraft control when he inadvertently entered an area of low visibility in the Sweers Island area.,0,4/18/2002Cessna U206A
7/23/1999,11:25,"Tokyo, Japan",Tokyo,Japan,All Nippon Airways,Others,61,"Tokyo, Japan - Chitose, Japan",Tokyo,139.6917064,35.6894875,Japan,Chitose,141.650876,42.8209577,Japan,Boeing B-747,,,517,1,0,"Two minutes after taking off from Haneda Airport, a man carrying a knife forced a flight attendant to take him in the cockpit of the plane.  A fan of computer flight-simulation games, he stated he just wanted to fly a real plane.  After forcing the co-pilot out of the cockpit he ordered the captain to fly to a U.S. Air Force base in western Tokyo. When he refused, he stabbed the captain and seized the controls. After a sudden drop in altitude, the co-pilot and an off duty crew member entered the cockpit and overpowered the hijacker.  A one point the plane plunged to within 984 feet of the ground. The plane ultimately  landed safely but the captain died of his injuries.",1,7/23/1999Boeing B-747
2/22/2005,7:15,,,,Indonesian National Police,Others,,Jayapura - Sarmi,Jayapura,140.717,-2.533,,Sarmi,82.4427769,29.0773923,,CASA 212 Aviocar,,,18,15,0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",0,2/22/2005CASA 212 Aviocar
6/15/2001,14:30,"Jayapura, Indonesia",Jayapura,Indonesia,Manunggal Air,Others,,Jayapura - Wamena,Jayapura,140.717,-2.533,,Wamena,138.7593128,-4.2195623,,Transall C-160NG,PK-VTP,233,19,1,0,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.",3,6/15/2001Transall C-160NG
2/22/2005,13:22,"Bimin, Papua, New Guinea",Bimin,"Papua, New Guinea",Missionary Aviation Fellowship,Others,,Tabubil - Bimin,Tabubil,141.2263889,-5.275,,Bimin,-79.2730734,25.7335837,,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,2,0,While on approach to Runway 29 the aircraft crashed on a mountain.,0,2/22/2005de Havilland DHC-6 Twin Otter 300
6/17/1999,8:52,"Goroka, Papua New Guinea",Goroka,Papua New Guinea,Airlink,Others,,Nadzab - Goroka,Nadzab,146.811438,-6.5935501,,Goroka,145.386597,-6.087728,,Embraer 110P2 Bandeirante,P2-ALX,110210,17,17,0,"The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems.",0,6/17/1999Embraer 110P2 Bandeirante
7/29/2004,10:30,"Ononge, Papua New Guinea",Ononge,Papua New Guinea,Airlines of PNG,Cargo,,Port Moresby - Ononge,Port Moresby,147.190242,-9.481553,,Ononge,-117.8531119,33.7877944,,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,2,0,The cargo plane diverted to Yongai airport because of bad weather but collided with trees and crashed.The loadmaster was rescued a day later.,2,7/29/2004de Havilland DHC-6 Twin Otter 300
3/18/2004,17:08,"Hamilton Island, QLD, Australia",Hamilton Island,"QLD, Australia",Air Taxi,Others,,Hamilton Island - Lindeman Island,Hamilton Island,148.9578898,-20.3512228,,Lindeman Island,149.0410504,-20.4447841,,Piper PA-32-300,VH-MAR,32-40920,6,6,0,Engine failure during takeoff . Cause of the engine failure could not be determined.,3,3/18/2004Piper PA-32-300
1/19/2002,c: 9:40,"Near Milford Sound, New Zealand",Near Milford Sound,New Zealand,Air Fiordland,Others,-,Te Anau  - Milford Sound,Te Anau,167.718053,-45.4144515,,Milford Sound,167.8973801,-44.6414024,,Cessna 207 Skywagon,ZK-SEV,20700204,6,6,0,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident.",2,1/19/2002Cessna 207 Skywagon
7/24/1999,5:35,"Nasevou Village, Fiji",Nasevou Village,Fiji,Air Fiji,Others,121,Nausori - Nadi,Nausori,178.545427,-18.024445,,Nadi,177.4166667,-17.8,,Embraer 110P1 Bandeirante,DQ-AFN,110416,17,17,0,"The plane crashed into a mountainside at an altitude of about 1,800 feet about 15 minutes after taking off from Nausori Airport bound for Nadi International Airport. The plane was observed by witnesses flying low prior to the crash. The wreckage indicated the aircraft descended until the right wing hit a line of trees at the 1,300 ft. elevation. It was determined the captain had insufficient sleep prior to the flight and had consumed an  excessive amount  antihistamine both of which may have influenced his performance. Published operational standards by Air Fiji, inadequate for the particular type of aircraft.",1,7/24/1999Embraer 110P1 Bandeirante
